# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,0.1655425355776185,-14.845452082141023,0.5196300386257812,1.9244460975439566,0.0,0.0
 0.06872504595396096,0.011807829853435117,0.17181261488490243,2.5000000000000004,0.1655425355776185,-14.78607027381246,0.5196300386257812,1.9244460975439566,0.0,0.0
 0.09640266079346073,0.02323368252014763,0.4128192668685543,8.707638045446828,0.5114067235817685,-14.726688465483894,0.5695610770651974,1.7557379537814353,12.496170280921541,451.49014296881495
 0.1171000907000706,0.034281078104911905,0.5337568787338283,5.843122185264735,0.8780971153195372,-14.667306657155331,0.6257865799065034,1.5979888864817242,17.716711369108847,252.23136938949543
 0.13409485008443914,0.04495357204792051,0.627987351961274,5.544678279712342,1.2674804235962542,-14.607924848826766,0.6892990454127355,1.4507491438657432,22.911963592427476,305.69730973049997
 0.1486670904648648,0.05525475946822071,0.7069048513732593,5.415605106129891,1.6816478373263577,-14.548543040498203,0.7612799168941224,1.3135772766472156,28.421670444473257,378.096072272234
 0.16147851892299142,0.06518828018390722,0.7753640234696398,5.343601794299139,2.122948956430754,-14.489161232169637,0.8431418403644575,1.186040061263878,34.445894971568706,470.2227036419279
 0.17292521451441947,0.07475782453714495,0.836009333593527,5.2980626277248,2.594031891695071,-14.429779423841074,0.9365817791031295,1.0677124222484873,41.154491398993,586.0727555686972
 0.18326717128907494,0.0839671401807478,0.8904809645087354,5.267052657645926,3.0978908289391,-14.37039761551251,1.0436481247279843,0.9581773552849906,48.71988427555722,731.5243180192325
 0.19268631505000702,0.09282004001887638,0.9398837158477051,5.244930175487738,3.6379226639760094,-14.311015807183946,1.1668259459194306,0.8570258516252176,57.333431651909486,914.4724398494482
 0.20131608136441778,0.10132041153981217,0.9850059910360613,5.228678685424771,4.217994699903397,-14.251633998855382,1.3091458635786564,0.7638568228496853,67.21758328017884,1145.355652535331
 0.20926454405391093,0.10947222783628358,1.0255840173027508,5.105141440788099,4.8425258833465845,-14.192252190526817,1.474323852147893,0.6782770274951012,78.57257533192407,1428.5771343878969
 0.2168773271271355,0.117279560682273,1.0255556701003499,-0.003723631965906242,5.51658466314147,-14.132870382198254,1.6669417133745474,0.5999009995230161,88.54301683252497,1309.697308421752
 0.2244379466869236,0.12474659612944605,0.9876221635178172,-5.0172484255504415,6.246007315759342,-14.073488573869689,1.8926812640803627,0.5283509796277776,96.47657137748064,1049.3259821127704
 0.23194468792763406,0.13187765320779052,0.9499537615165697,-5.01794331166827,7.0375415276134285,-14.014106765541126,2.158629708625407,0.4632568504010767,105.4431192541244,1194.4660924258967
 0.23939576971510662,0.13867720647230386,0.9125592039461135,-5.018674957148833,7.899021189743026,-13.95472495721256,2.4736795763913166,0.4042560764716472,115.61806549728064,1365.5663074673653
 0.24678936765870751,0.14514991334218122,0.8754475046184302,-5.0194370333327525,8.839579772139926,-13.895343148883997,2.8490543783063487,0.3509936516531007,127.2125681666186,1568.1813858126989
 0.2541236512319988,0.15130064744588623,0.8386278008262001,-5.0202181882240815,9.869911306319146,-13.835961340555432,3.299001115897789,0.30312205569771694,140.48155131760922,1809.1723640617408
 0.26139684133533736,0.1571345395347908,0.8021091166346261,-5.020999543901811,11.002589862938795,-13.776579532226869,3.8417030289036687,0.26030122382608434,155.7333907853894,2096.994475749958
 0.26860729758929336,0.16265702798504147,0.7659000007413903,-5.021750998540458,12.252460294844171,-13.717197723898305,4.5004797324300325,0.22219853425715805,173.34137922543212,2442.007526275767
 0.2757536489301574,0.16787392150429303,0.7300079817543357,-5.022425749181677,13.637114504614928,-13.65781591556974,5.305354442396014,0.18848882027727032,193.7568059175973,2856.7622438916837
 0.2828349874643419,0.17279147743434076,0.6944387570667191,-5.022952160232086,15.17746770191026,-13.598434107241175,6.295072060711035,0.1588544166541358,217.5228863666702,3356.156513961943
 0.2898511551504162,0.17741650003263787,0.6591949915160733,-5.023221668518205,16.89844625169829,-13.539052298912612,7.51963070361082,0.1329852541189043,245.28754539373745,3957.23994484546
 0.29680316750217955,0.18175646435549137,0.6242745414214752,-5.0230707783107835,18.829789355638535,-13.479670490584049,9.043306621451416,0.11057902179584661,277.81065484591227,4678.229526437118
 0.30369384104427394,0.1858196728474666,0.5896678266868282,-5.022254286643875,21.006944617436925,-13.420288682255483,10.947935028689239,0.09134142624882995,315.95681445338886,5535.911602029297
 0.310528726541264,0.1896154533630943,0.5553539290891238,-5.020405625348862,23.47199125998276,-13.36090687392692,13.335717971534564,0.07498658880868102,360.6566113845488,6539.948174822342
 0.31731750644057033,0.19315440878940218,0.5212947655983811,-5.016978602329259,26.27443545996795,-13.301525065598355,16.329825504182857,0.06123764150105901,412.8052818845314,7681.596880952226
 0.324076107818212,0.19644872893592824,0.48742631240601,-5.011163005472155,29.47156091463583,-13.242143257269792,20.069195220396775,0.04982760838280538,473.04542404947716,8913.107727321805
 0.3308299414447969,0.19951257331036676,0.45364522489544507,-5.001764831397916,33.12774736354623,-13.182761448941227,24.690934576247063,0.04050069457322245,541.3497949547753,10113.422195719191
 0.33761896826495047,0.20236252580203026,0.41978807377859645,-4.987040412970805,37.31176444395398,-13.123379640612663,30.29004324424542,0.033014148970882784,616.2911402835055,11038.599097334947
